Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
0,1,0,1,0,1,1,0,0,0,0,64,5,6,568.539
0,1,1,1,0,0,0,0,0,1,0,256,4,2,250.757
0,1,0,1,0,1,1,0,0,0,0,4096,5,1,418.728
0,1,1,1,0,0,0,0,1,0,0,256,6,1,250.534
0,1,0,1,0,0,0,1,0,1,0,64,6,1,2457.13
0,1,0,1,0,0,0,1,0,1,0,256,3,2,1854.94
0,1,0,1,0,0,0,1,1,0,0,1024,5,0,1778.54
0,1,0,1,0,0,0,0,0,1,1,4096,1,2,219.357
1,1,0,1,0,0,0,0,0,1,0,1024,5,0,228.019
0,1,0,1,0,1,0,0,0,1,0,1024,2,0,200.063
0,1,0,1,0,1,0,0,0,1,0,1024,0,2,202.596
1,1,0,1,0,0,1,0,0,0,0,256,2,1,157.897
1,1,0,1,0,0,1,0,0,0,0,1024,2,4,252.565
1,1,0,1,0,0,0,0,1,0,0,64,2,1,148.515
0,1,1,1,0,0,1,0,0,0,0,256,2,4,236.809
0,1,0,1,0,1,1,0,0,0,0,4096,3,4,467.756
0,1,0,1,0,0,0,1,1,0,0,256,6,2,2866.13
1,1,0,1,0,0,1,0,0,0,0,64,1,5,221.63
1,1,0,1,0,0,0,0,0,1,0,64,1,6,256.728
0,1,0,1,0,0,0,1,1,0,0,256,1,5,2190.97
1,1,0,1,0,0,0,0,0,1,0,4096,6,4,374.027
0,1,0,1,0,0,0,0,1,0,1,1024,0,6,246.937
0,1,1,1,0,0,0,0,0,1,0,256,2,1,178.063
0,1,1,1,0,0,0,0,1,0,0,64,0,1,100.315
0,1,1,1,0,0,0,0,1,0,0,1024,1,0,108.019
0,1,0,1,0,1,0,0,1,0,0,256,4,0,254.457
0,1,1,1,0,0,0,0,1,0,0,4096,3,2,220.696
0,1,1,1,0,0,1,0,0,0,0,256,3,5,286.986
0,1,0,1,0,0,1,0,0,0,1,64,6,3,326.334
1,1,0,1,0,0,0,0,1,0,0,4096,1,1,143.267
0,1,0,1,0,0,0,1,0,1,0,4096,1,0,472.012
0,1,0,1,0,1,0,0,1,0,0,4096,4,5,511.207
